"CODIGO";"DIGITO";"DESCRICAO";"NIVEL_1";"NIVEL_2";"NIVEL_3";"EMBALAGEM_FORNECEDOR";"EMBALAGEM_COMPRA";"CONVERSAO_COMPRA_ARMAZENAGEM";"UNIDADE_ESTOQUE";"EMBALAGEM_VENDA_0";"EMBALAGEM_VENDA_1";"EMBALAGEM_VENDA_2";"CD_VOLTAGEM"
"462860";"8";"DISPOSIT.PROTECAO DR4P      63A/30MA";"E - MATERIAIS ELETRICOS";"ED - PROTECAO DE CIRCUITOS ELETRICOS";"EDG - DISPOSITIVOS DR";"CX-54-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"462917";"5";"COLCHA SOLTE+P.TRAV 2PC JASMINE AZ.P";"K - CAMA, MESA E BANHO";"KA - CAMA";"KAD - COBRE LEITOS E COLCHAS";"CX-8-JG";"JG-1-JG";"1,000000";"JG";"JG-1-JG";" ";" ";"0"
"462919";"1";"COLCHA CASAL+P.TRAV 3PC JASMINE AZ.P";"K - CAMA, MESA E BANHO";"KA - CAMA";"KAD - COBRE LEITOS E COLCHAS";"CX-8-JG";"JG-1-JG";"1,000000";"JG";"JG-1-JG";" ";" ";"0"
"462921";"3";"COLCHA KING+P.TRAV 3PC JASMINE  AZ.P";"K - CAMA, MESA E BANHO";"KA - CAMA";"KAD - COBRE LEITOS E COLCHAS";"CX-8-JG";"JG-1-JG";"1,000000";"JG";"JG-1-JG";" ";" ";"0"
"463061";"0";"COOKTOP 4B ELET. VITR  73476 PT M220";"D - ELETROS";"DC - ELETRODOMESTICOS PARA COZINHA";"DCB - FOGOES COOKTOPS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"463064";"5";"COOKTOP 4B GAS VID.   62936  BR MBIV";"D - ELETROS";"DC - ELETRODOMESTICOS PARA COZINHA";"DCB - FOGOES COOKTOPS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"3"
"463069";"6";"COIFA 90CM ILH. ISLAND 10176 PR M127";"D - ELETROS";"DC - ELETRODOMESTICOS PARA COZINHA";"DCE - COIFAS E DEPURADORES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"1"
"463142";"0";"LUMI. LED SOB. SLIM 2,34M BR 72W  BR";"I - ILUMINACAO";"IC - COMERCIAL";"ICA - LUMINARIAS";"CX-10-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"3"
"463302";"4";"COIFA 90CM ILH. TOUCH 90CIV  PT M127";"D - ELETROS";"DC - ELETRODOMESTICOS PARA COZINHA";"DCE - COIFAS E DEPURADORES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"463303";"2";"COIFA 90CM ILH. TOUCH 90CIV  PT M220";"D - ELETROS";"DC - ELETRODOMESTICOS PARA COZINHA";"DCE - COIFAS E DEPURADORES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"463432";"2";"CUSCUZEIRA ANTIAD.16CM      VM 13185";"B - UTILIDADES DOMESTICAS";"BA - COZINHAR";"BAG - CUSCUZEIRAS E COZI-VAPOR";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"463479";"9";"CAIXA TERMICA PLS 28.0L VD/MR 072825";"L - INFANTIL, LAZER E PETS";"LH - PRAIA E PISCINA";"LHL - COOLERS";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"463535";"3";"PORCEL.A 19,5X91,2 ESM.BAL.CAM1,07M2";"C - PISOS E REVESTIMENTOS";"CA - CERAMICOS E PORCELANATOS";"CAB - PORCELANATOS";"PL-57,78-M2";"M2-1-M2";"1,000000";"M2";"M2-1-M2";"EB-70-M2";"EB-140-M2";"0"
"463568";"0";"CER.A 20X120 ILHEUS CANELA EXT1,66M2";"C - PISOS E REVESTIMENTOS";"CA - CERAMICOS E PORCELANATOS";"CAA - PISOS CERAMICOS";"PL-99,6-M2";"M2-1-M2";"1,000000";"M2";"M2-1-M2";"EB-70-M2";"EB-140-M2";"0"
"463588";"4";"ARMARIO AEREO 1.20 2P       BR 500688";"O - MOVEIS";"OD - COZINHA E AREA DE SERVICO";"ODD - ARMARIOS MODULARES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"463590";"6";"ARMARIO AEREO 0.70          BR 500689";"O - MOVEIS";"OD - COZINHA E AREA DE SERVICO";"ODD - ARMARIOS MODULARES";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"463699";"6";"BANDEJA SERVIR MDF42X32        74336";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBS - BANDEJAS - PRESENTES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"463714";"3";"CAPACETE  P/MOT. RAZOR SOL.    PT 56";"A - AUTOMOTIVO";"AO - VESTUARIOS PARA MOTOQUEIROS";"AOB - CAPACETES";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"463717";"8";"CAPACETE  P/MOT. RAZOR SOL.    PT 62";"A - AUTOMOTIVO";"AO - VESTUARIOS PARA MOTOQUEIROS";"AOB - CAPACETES";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"463727";"5";"REFRIG. 2P 347L FF RT468MTA  BR M127";"D - ELETROS";"DB - REFRIGERACAO";"DBA - REFRIGERADORES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"463732";"1";"REFRIG. 2P 347L FF RT468MTA  BR M220";"D - ELETROS";"DB - REFRIGERACAO";"DBA - REFRIGERADORES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"463736";"4";"CAPACETE  P/MOT. RAZOR SHA. AZ/VM 60";"A - AUTOMOTIVO";"AO - VESTUARIOS PARA MOTOQUEIROS";"AOB - CAPACETES";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"463738";"0";"CAPACETE  P/MOT. RAZOR SHA. PT/VM 56";"A - AUTOMOTIVO";"AO - VESTUARIOS PARA MOTOQUEIROS";"AOB - CAPACETES";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"463743";"7";"REFRIG. 2P 347L FF RT468MTA  IX M220";"D - ELETROS";"DB - REFRIGERACAO";"DBA - REFRIGERADORES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"463795";"0";"CESTO ROUPA PLS 47.0L       RS CO570";"B - UTILIDADES DOMESTICAS";"BL - LAVANDERIA";"BLE - CESTOS MULTIUSO";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"463804";"2";"FRITAD.ELET.    12L 75666-03 PT M220";"D - ELETROS";"DE - ELETROPORTATEIS PARA COZINHA";"DEB - FRITADEIRAS E PANELAS ELETRICAS";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"463805";"0";"SANDUICH.ELET.GRILL    SN-01 PT M127";"D - ELETROS";"DE - ELETROPORTATEIS PARA COZINHA";"DED - SANDUICHEIRAS, GRILLS E CHURRASQUEIRAS";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"1"
"463806";"9";"SANDUICH.ELET.GRILL    SN-01 PT M220";"D - ELETROS";"DE - ELETROPORTATEIS PARA COZINHA";"DED - SANDUICHEIRAS, GRILLS E CHURRASQUEIRAS";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"463808";"5";"CAFET.ELET.18 XIC.  C-30-18X PT M220";"D - ELETROS";"DE - ELETROPORTATEIS PARA COZINHA";"DEF - CAFETEIRAS";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"463857";"3";"DISPOSIT.PROTECAO DR2P      80A/30MA";"E - MATERIAIS ELETRICOS";"ED - PROTECAO DE CIRCUITOS ELETRICOS";"EDG - DISPOSITIVOS DR";"CX-12-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"463858";"1";"DISPOSIT.PROTECAO DR4P      80A/30MA";"E - MATERIAIS ELETRICOS";"ED - PROTECAO DE CIRCUITOS ELETRICOS";"EDG - DISPOSITIVOS DR";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"463859";"0";"DISPOSIT.PROTECAO DR4P     100A/30MA";"E - MATERIAIS ELETRICOS";"ED - PROTECAO DE CIRCUITOS ELETRICOS";"EDG - DISPOSITIVOS DR";"CX-54-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"463863";"8";"SILICONE ACETICO TR BAN/COZ     250G";"S - TINTAS E QUIMICOS";"SC - ADERENTES E VEDADORES";"SCC - ADESIVOS, MASSAS E COLAS";"CX-24-UN";"CX-1-CX";"24,000000";"UN";"UN-1-UN";" ";"EB-120-UN";"0"
"463868";"9";"MESA ESCR.1.35X0.75            BR/NT";"O - MOVEIS";"OF - ESCRITORIO";"OFA - MESAS PARA ESCRITORIO";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"463932";"4";"FRIGOBAR 45L MRCO6B1         BR M127";"D - ELETROS";"DB - REFRIGERACAO";"DBE - ADEGAS CLIMATIZADAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"1"
"463933";"2";"FRIGOBAR 45L MRCO6B2         BR M220";"D - ELETROS";"DB - REFRIGERACAO";"DBE - ADEGAS CLIMATIZADAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"463934";"0";"FRIGOBAR 93L MRC10B1         BR M127";"D - ELETROS";"DB - REFRIGERACAO";"DBE - ADEGAS CLIMATIZADAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"1"
"463935";"9";"FRIGOBAR 93L MRC10B2        BR M220";"D - ELETROS";"DB - REFRIGERACAO";"DBE - ADEGAS CLIMATIZADAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"463936";"7";"FRIGOBAR 124L MRC12B2        BR M220";"D - ELETROS";"DB - REFRIGERACAO";"DBE - ADEGAS CLIMATIZADAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"463938";"3";"FRIGOBAR 124L MRC12B2        BR M127";"D - ELETROS";"DB - REFRIGERACAO";"DBE - ADEGAS CLIMATIZADAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"1"
"463943";"0";"LAV.ROUPA 11KG WK-01        BR M127";"D - ELETROS";"DD - LAVADORAS E SECADORES";"DDA - LAVADORAS DE ROUPAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"1"
"463944";"8";"LAV.ROUPA 11KG WK-02         BR M220";"D - ELETROS";"DD - LAVADORAS E SECADORES";"DDA - LAVADORAS DE ROUPAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"463951";"0";"LAV.ROUPA 11KG SMART WK-02   BR M220";"D - ELETROS";"DD - LAVADORAS E SECADORES";"DDA - LAVADORAS DE ROUPAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"463955";"3";"LAV.ROUPA 13KG WG-02         BR M220";"D - ELETROS";"DD - LAVADORAS E SECADORES";"DDA - LAVADORAS DE ROUPAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"463959";"6";"FREEZER HOR. 1P 100L CFA10B2 BR M220";"N - INDUSTRIAL E NEGOCIOS";"NB - REFRIGERACAO E CONSERVACAO INDUSTRIAL";"NBC - CONSERVADORES E FREEZERS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"463965";"0";"CABECEIRA CASAL GRÉCIA           OFF";"O - MOVEIS";"OC - QUARTO";"OCN - CABECEIRAS";"CX-2-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464039";"0";"FRIGOBAR 67L MDRD108FGA011   BR M127";"D - ELETROS";"DB - REFRIGERACAO";"DBE - ADEGAS CLIMATIZADAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"1"
"464040";"3";"FRIGOBAR 67L MDRD108FGA012   BR M220";"D - ELETROS";"DB - REFRIGERACAO";"DBE - ADEGAS CLIMATIZADAS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"464059";"4";"LUSTRE SISAL 1LP E27           PS-01";"I - ILUMINACAO";"IB - RESIDENCIAL";"IBA - LUSTRES E PENDENTES";"CX-5-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"3"
"464060";"8";"LUSTRE SISAL 1LP E27            PS-4";"I - ILUMINACAO";"IB - RESIDENCIAL";"IBA - LUSTRES E PENDENTES";"CX-5-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"3"
"464062";"4";"LUSTRE SISAL 1LP E27            PS-9";"I - ILUMINACAO";"IB - RESIDENCIAL";"IBA - LUSTRES E PENDENTES";"CX-5-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"3"
"464095";"0";"LENCOL JG SOLTE MICROTEC      SORT 3";"K - CAMA, MESA E BANHO";"KA - CAMA";"KAA - JOGOS DE LENCOIS";"PT-6-JG";"JG-1-JG";"1,000000";"JG";"JG-1-JG";" ";" ";"0"
"464103";"5";"TIGELA CER. 500ML VILAREJO     91219";"B - UTILIDADES DOMESTICAS";"BB - SERVIR - PRESENTES";"BBL - SALADEIRAS E TIGELAS - PRESENTES";"CX-12-UN";"CX-1-CX";"12,000000";"UN";"UN-1-UN";" ";" ";"0"
"464139";"6";"COLCHA SOLTE+P.TRAV 2PC STUDIO SORT2";"K - CAMA, MESA E BANHO";"KA - CAMA";"KAD - COBRE LEITOS E COLCHAS";"CX-10-JG";"JG-1-JG";"1,000000";"JG";"JG-1-JG";" ";" ";"0"
"464164";"7";"TAPETE BANH. 038X058 RETANG.    6081";"U - METAIS E ACESSORIOS";"UC - ACESSORIOS PARA BANHEIRO";"UCF - TAPETES DE BANHEIRO";"CX-24-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464202";"3";"TOALHA BNH BELLA       PETROLEO 2690";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCA - TOALHAS DE BANHO";"CX-32-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464203";"1";"TOALHA BNH BELLA  CZ OPALESCENTE 775";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCA - TOALHAS DE BANHO";"CX-32-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464204";"0";"TOALHA BNH BELLA   CZ ESVERDEADO 760";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCA - TOALHAS DE BANHO";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464205";"8";"TOALHA BNH BELLA          GOIABA 340";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCA - TOALHAS DE BANHO";"CX-32-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464207";"4";"TOALHA BNH ATENAS            PT 1000";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCA - TOALHAS DE BANHO";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464209";"0";"TOALHA BNH ATENAS            VD 2481";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCA - TOALHAS DE BANHO";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464210";"4";"TOALHA BNH ATENAS             AZ 646";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCA - TOALHAS DE BANHO";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464211";"2";"TOALHA BANHAO VERONA          BR 004";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCA - TOALHAS DE BANHO";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464212";"0";"TOALHA BANHAO VERONA         VM 1310";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCA - TOALHAS DE BANHO";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464213";"9";"TOALHA BANHAO VERONA         RS 1397";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCA - TOALHAS DE BANHO";"CX-32-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464214";"7";"TOALHA BANHAO VERONA         VD 3429";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCA - TOALHAS DE BANHO";"CX-32-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464215";"5";"TOALHA BANHAO VERONA          GF 350";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCA - TOALHAS DE BANHO";"CX-32-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464216";"3";"TOALHA RST ATENAS             BR 004";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCB - TOALHA DE LAVABO E ROSTO";"CX-108-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464217";"1";"TOALHA RST ATENAS            PT 1000";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCB - TOALHA DE LAVABO E ROSTO";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464219";"8";"TOALHA RST ATENAS             AZ 646";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCB - TOALHA DE LAVABO E ROSTO";"CX-108-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464224";"4";"TOALHA RST BELLA   CZ ESVERDEADO 760";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCB - TOALHA DE LAVABO E ROSTO";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464235";"0";"TOALHA RST VERONA             GF 350";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCB - TOALHA DE LAVABO E ROSTO";"CX-92-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464238";"4";"TOALHA RST VERONA            VD 3429";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCB - TOALHA DE LAVABO E ROSTO";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464240";"6";"PISO JACQUARD LOFT 60X50 CAMURCA 854";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCC - TOALHAS DE PISO";"CX-60-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464241";"4";"PISO JACQUARD LOFT 60X50      CH 725";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCC - TOALHAS DE PISO";"CX-60-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464242";"2";"PISO JACQUARD LOFT 60X50      RS 383";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCC - TOALHAS DE PISO";"CX-60-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464243";"0";"PISO JACQUARD LOFT 60X50      VD 479";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCC - TOALHAS DE PISO";"CX-60-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464245";"7";"PISO FELP.CHEVRON 60X50      VD 3429";"K - CAMA, MESA E BANHO";"KC - BANHO";"KCC - TOALHAS DE PISO";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464288";"0";"PASSADEIRA 060X180 BERLIM      SORT8";"V - DECORACAO";"VG - TAPETES";"VGA - TAPETE DE SALA E PASSADEIRA";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464290";"2";"TAPETE COZ.  02PC     GOURMET 700373";"V - DECORACAO";"VG - TAPETES";"VGA - TAPETE DE SALA E PASSADEIRA";"PT-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464322";"4";"PANELA JG ANTIAD.07PC    TC 7135/400";"B - UTILIDADES DOMESTICAS";"BA - COZINHAR";"BAA - CONJUNTOS DE PANELAS";"CX-2-JG";"JG-1-JG";"1,000000";"JG";"JG-1-JG";" ";" ";"0"
"464359";"3";"ORGANIZADOR GAVET. 8X23     RS OL300";"B - UTILIDADES DOMESTICAS";"BD - ORGANIZAR";"BDB - ORGANIZADORES DE ARMARIO";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464360";"7";"ORGANIZADOR GAVET. 17X23    RS OL400";"B - UTILIDADES DOMESTICAS";"BD - ORGANIZAR";"BDB - ORGANIZADORES DE ARMARIO";"CX-6-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464362";"3";"ORGANIZADOR COLMEIA 35X12   RS OL950";"B - UTILIDADES DOMESTICAS";"BD - ORGANIZAR";"BDB - ORGANIZADORES DE ARMARIO";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464364";"0";"ORGANIZADOR GAVET. 34X20  RSQ OL1050";"B - UTILIDADES DOMESTICAS";"BD - ORGANIZAR";"BDB - ORGANIZADORES DE ARMARIO";"CX-4-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464393";"3";"SACO LIXO 15L ROLO       PT/100 4588";"B - UTILIDADES DOMESTICAS";"BK - HIGIENE E LIMPEZA";"BKI - ACESSORIOS DE LIMPEZA";"CX-10-UN";"CX-1-CX";"10,000000";"UN";"UN-1-UN";"CX-10-UN";"EB-50-UN";"0"
"464394";"1";"SACO LIXO 30L ROLO        PT/50 4862";"B - UTILIDADES DOMESTICAS";"BK - HIGIENE E LIMPEZA";"BKI - ACESSORIOS DE LIMPEZA";"CX-10-UN";"CX-1-CX";"10,000000";"UN";"UN-1-UN";"CX-10-UN";"EB-50-UN";"0"
"464395";"0";"SACO LIXO 50L ROLO        PT/50 4879";"N - INDUSTRIAL E NEGOCIOS";"NE - LIMPEZA E MANUTENCAO";"NEJ - ACESSORIOS PARA LIMPEZA";"CX-10-UN";"CX-1-CX";"10,000000";"UN";"UN-1-UN";"CX-10-UN";"EB-50-UN";"0"
"464396";"8";"SACO LIXO 100L ROLO       PT/25 4886";"N - INDUSTRIAL E NEGOCIOS";"NE - LIMPEZA E MANUTENCAO";"NEJ - ACESSORIOS PARA LIMPEZA";"CX-10-UN";"CX-1-CX";"10,000000";"UN";"UN-1-UN";"CX-10-UN";"EB-50-UN";"0"
"464422";"0";"TAPETE ENTR. 040X060 BEM VINDO    CH";"V - DECORACAO";"VG - TAPETES";"VGC - TAPETES E CAPACHOS DE ENTRADA";"PT-25-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464493";"0";"TRAVESS.050X070 BEM VIVER SUP. FIRME";"K - CAMA, MESA E BANHO";"KA - CAMA";"KAH - TRAVESSEIROS";"PT-12-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464500";"6";"DUCHA QUADRATTA ELET  7700W M220  BR";"U - METAIS E ACESSORIOS";"UA - DUCHAS E CHUVEIROS";"UAA - CHUVEIROS";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"464511";"1";"VITRINE VER 1P 522L    CCV355PC M220";"N - INDUSTRIAL E NEGOCIOS";"NB - REFRIGERACAO E CONSERVACAO INDUSTRIAL";"NBC - CONSERVADORES E FREEZERS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"464514";"6";"VITRINE VER 1P 522L    CCV355PV M220";"N - INDUSTRIAL E NEGOCIOS";"NB - REFRIGERACAO E CONSERVACAO INDUSTRIAL";"NBC - CONSERVADORES E FREEZERS";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"2"
"464516";"2";"CUBA LOC.APOIO C/MESA D3       STONE";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464517";"0";"CUBA LOC.APOIO C/MESA D3  MATE BLACK";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464518";"9";"CUBA LOC.APOIO C/MESA D3        BEGE";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464520";"0";"CUBA LOC.APOIO RED.    D1 MATE BLACK";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464521";"9";"CUBA LOC.APOIO RED.    D1       BEGE";"W - LOUCAS E PIAS";"WB - CUBAS E PIAS";"WBA - CUBAS E LAVATORIOS DE LOUCA";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464728";"9";"ARMARIO AEREO 1.20 1P      BR 500656";"O - MOVEIS";"OD - COZINHA E AREA DE SERVICO";"ODD - ARMARIOS MODULARES";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464730";"0";"ARMARIO AEREO 0.80         BR 500658";"O - MOVEIS";"OD - COZINHA E AREA DE SERVICO";"ODD - ARMARIOS MODULARES";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464732";"7";"ARMARIO AEREO 0.80 1P      BR 500657";"O - MOVEIS";"OD - COZINHA E AREA DE SERVICO";"ODD - ARMARIOS MODULARES";"UN-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464748";"3";"ENF ESCULTURA CER 26CM BARB   100308";"V - DECORACAO";"VA - OBJETOS PARA SALA E QUARTO";"VAD - ENFEITES";"CX-1-UN";"UN-1-UN";"1,000000";"UN";"UN-1-UN";" ";" ";"0"
"464786";"6";"CER.A 67X67 ANTUR.BG HD RT P4 2,71M2";"C - PISOS E REVESTIMENTOS";"CA - CERAMICOS E PORCELANATOS";"CAA - PISOS CERAMICOS";"PL-81,3-M2";"M2-1-M2";"1,000000";"M2";"M2-1-M2";"EB-70-M2";"EB-140-M2";"0"
