COD_EMPRESA,CODIGO,ESTOQUE_INICIAL,QTD_VENDIDA_TOTAL,VENDA_MEDIA_DIARIA,DIAS_COBERTURA_ESTOQUE_INICIAL,DESCRICAO,NIVEL_1,CD_CIDADE,CD_ESTADO
9,467112,0.0,52.0,0.07123287671232877,0.0,TOALHA JG 2PC SANTORINI C/CINTA   AZ,"K - CAMA, MESA E BANHO",Salvador,BA
9,467114,0.0,131.0,0.17945205479452056,0.0,TOALHA JG 2PC PRIMAVERA C/CINTA   RS,"K - CAMA, MESA E BANHO",Salvador,BA
9,467130,0.0,152.0,0.20821917808219179,0.0,FACA JG 5PC CROSS        PT 2556/316,B - UTILIDADES DOMESTICAS,Salvador,BA
9,467131,0.0,116.0,0.1589041095890411,0.0,FACA JG 5PC CROSS        VM 2556/376,B - UTILIDADES DOMESTICAS,Salvador,BA
2,467256,0.0,207.0,0.28356164383561644,0.0,VENT.COL 40CM 3V VTX-40C  PT/AZ M220,D - ELETROS,Recife,PE
6,467256,0.0,48.0,0.06575342465753424,0.0,VENT.COL 40CM 3V VTX-40C  PT/AZ M220,D - ELETROS,Joao Pessoa,PB
6,467349,0.0,122.0,0.16712328767123288,0.0,ARARA ROUPEIRO MET. 1.58     PT 0012,O - MOVEIS,Joao Pessoa,PB
9,467349,0.0,51.0,0.06986301369863014,0.0,ARARA ROUPEIRO MET. 1.58     PT 0012,O - MOVEIS,Salvador,BA
9,467102,0.0,50.0,0.0684931506849315,0.0,"TINT.ACR.TQ.LUZ  BD SB  3,6L BR.NEVE",S - TINTAS E QUIMICOS,Salvador,BA
6,467351,0.0,73.0,0.1,0.0,ARARA ROUPEIRO MET. 1.34     PT 0013,O - MOVEIS,Joao Pessoa,PB
3,467399,0.0,145.0,0.19863013698630136,0.0,TOALHA JG 2PC LOLLIPOP       VD 1191,"K - CAMA, MESA E BANHO",Salvador,BA
6,467585,0.0,354.0,0.4849315068493151,0.0,FAQUEIRO IX  24PC HAVANA    66945017,B - UTILIDADES DOMESTICAS,Joao Pessoa,PB
9,467585,0.0,236.0,0.3232876712328767,0.0,FAQUEIRO IX  24PC HAVANA    66945017,B - UTILIDADES DOMESTICAS,Salvador,BA
9,467603,0.0,176.0,0.2410958904109589,0.0,PRATO SMES.PORC.19CM     ASTER 80033,B - UTILIDADES DOMESTICAS,Salvador,BA
9,467605,0.0,144.0,0.19726027397260273,0.0,PRATO FUNDO PORC.22CM    NATUR 80026,B - UTILIDADES DOMESTICAS,Salvador,BA
6,467615,0.0,72.0,0.09863013698630137,0.0,AP.JANTAR PORC.20PC NATUR     990100,B - UTILIDADES DOMESTICAS,Joao Pessoa,PB
9,467615,0.0,58.0,0.07945205479452055,0.0,AP.JANTAR PORC.20PC NATUR     990100,B - UTILIDADES DOMESTICAS,Salvador,BA
9,467654,0.0,137.0,0.18767123287671234,0.0,AP.JANTAR CER.12PC GRECIA     137391,B - UTILIDADES DOMESTICAS,Salvador,BA
9,467655,0.0,56.0,0.07671232876712329,0.0,AP.JANTAR CER.12PC         BR 137392,B - UTILIDADES DOMESTICAS,Salvador,BA
4,467000,0.0,101.0,0.13835616438356163,0.0,LENCOL QUEEN C/ELAS MALHA BASIC   VD,"K - CAMA, MESA E BANHO",Recife,PE
9,466911,0.0,91.0,0.12465753424657534,0.0,LENCOL JG CASAL DPL ATTUALE   SORT 3,"K - CAMA, MESA E BANHO",Salvador,BA
9,466913,0.0,61.0,0.08356164383561644,0.0,LENCOL JG QUEEN DPL ATTUALE   SORT 3,"K - CAMA, MESA E BANHO",Salvador,BA
1,466992,0.0,50.0,0.0684931506849315,0.0,LENCOL SOLTE C/ELAS MALHA BASIC   VD,"K - CAMA, MESA E BANHO",Garanhuns,PE
2,466992,0.0,110.0,0.1506849315068493,0.0,LENCOL SOLTE C/ELAS MALHA BASIC   VD,"K - CAMA, MESA E BANHO",Recife,PE
