COD_EMPRESA,CODIGO,ESTOQUE_INICIAL,QTD_VENDIDA_TOTAL,VENDA_MEDIA_DIARIA,DIAS_COBERTURA_ESTOQUE_INICIAL,DESCRICAO,NIVEL_1,CD_CIDADE,CD_ESTADO
5,470385,637.0,627.0,0.8589041095890411,741.6427432216906,TAPETE ENTR. 040X065 TAPKES  SORTIDO,V - DECORACAO,Aracaju,SE
3,468714,636.0,504.0,0.6904109589041096,921.1904761904761,PISO S/ANTID. BASIC 50X70 PEDRA 7717,"K - CAMA, MESA E BANHO",Salvador,BA
92,337906,633.0,0.0,0.0,inf,LENCOL KING UNIQUE S/ELAS.   BR 0001,"K - CAMA, MESA E BANHO",Cabo De Santo Agostinho,PE
3,464396,631.0,532.0,0.7287671232876712,865.8458646616541,SACO LIXO 100L ROLO       PT/25 4886,N - INDUSTRIAL E NEGOCIOS,Salvador,BA
92,429046,630.0,272.15999999999997,0.37282191780821916,1689.8148148148148,"PORCEL.A 58X58 EBR.BRISTOL BR 1,68M2",C - PISOS E REVESTIMENTOS,Cabo De Santo Agostinho,PE
3,431261,626.0,1206.0,1.652054794520548,378.922056384743,"REVEST.A 10X20 BRK20010       2,00M2",C - PISOS E REVESTIMENTOS,Salvador,BA
93,442061,626.0,1530.0,2.095890410958904,298.67973856209153,TV LED 43 FHD SMT        43LM6370PSB,R - ELETRONICOS,Alhandra,PB
2,472387,624.0,938.0,1.284931506849315,485.62899786780383,XICARA CAFE PORC.65ML C/P      20070,B - UTILIDADES DOMESTICAS,Recife,PE
2,470385,621.0,1323.0,1.8123287671232877,342.65306122448976,TAPETE ENTR. 040X065 TAPKES  SORTIDO,V - DECORACAO,Recife,PE
3,460985,620.94,586.88,0.803945205479452,772.3660714285716,"CER.A 54X54 CASPER MRE HD     2,62M2",C - PISOS E REVESTIMENTOS,Salvador,BA
92,429458,620.0,0.0,0.0,inf,TOM.MOD 2P+T 20A         LG03020 POP,E - MATERIAIS ELETRICOS,Cabo De Santo Agostinho,PE
3,382849,620.0,1378.0,1.8876712328767122,328.4470246734398,DUCHA HIGI.C/DERIV.LIKE           CR,U - METAIS E ACESSORIOS,Salvador,BA
2,319871,619.0,588.0,0.8054794520547945,768.4863945578231,DUCHA ND BR BLINDADA  6500W 652 M220,U - METAIS E ACESSORIOS,Recife,PE
3,468712,619.0,301.0,0.4123287671232877,1501.2292358803986,PISO S/ANTID. BASIC 50X70   OFFW 403,"K - CAMA, MESA E BANHO",Salvador,BA
4,427187,618.0,1113.0,1.5246575342465754,405.33692722371967,PISO FELP.CHEVRON 60X50      AZ 5601,"K - CAMA, MESA E BANHO",Recife,PE
8,446526,613.08,1003.46,1.3746027397260274,446.0052219321149,"CER.A 54X54 FREMONT HD     P4 2,62M2",C - PISOS E REVESTIMENTOS,Caruaru,PE
92,472387,612.0,0.0,0.0,inf,XICARA CAFE PORC.65ML C/P      20070,B - UTILIDADES DOMESTICAS,Cabo De Santo Agostinho,PE
7,380586,610.56,566.04,0.7753972602739726,787.4157303370786,"CER.A 60X60 CLAS.BRANCO RT P4 2,12M2",C - PISOS E REVESTIMENTOS,Natal,RN
6,468647,609.75,880.75,1.2065068493150686,505.38461538461536,"CER.A 67X67 CRAVO HD RT    P4 2,71M2",C - PISOS E REVESTIMENTOS,Joao Pessoa,PB
3,460475,603.0,540.0,0.7397260273972602,815.1666666666667,RODAPE CLA.10CM    LISO/BR 2.40ML/UN,C - PISOS E REVESTIMENTOS,Salvador,BA
6,466401,601.0,520.0,0.7123287671232876,843.7115384615385,FITA LED 5M  IP20 12W/M  AM IR80 12V,I - ILUMINACAO,Joao Pessoa,PB
7,466807,601.0,610.0,0.8356164383561644,719.2295081967213,TOALHA JG 2PC PIXEL CINTA ROSA  3364,"K - CAMA, MESA E BANHO",Natal,RN
92,351757,600.0,0.0,0.0,inf,"LAMP.LED PAR20 7,0W          AM MBIV",I - ILUMINACAO,Cabo De Santo Agostinho,PE
92,466401,600.0,0.0,0.0,inf,FITA LED 5M  IP20 12W/M  AM IR80 12V,I - ILUMINACAO,Cabo De Santo Agostinho,PE
5,104342,600.0,0.0,0.0,inf,"CABO ANTICH.SUP.FLEX(R100M) 2,5MM BR",E - MATERIAIS ELETRICOS,Aracaju,SE
